-250	-250	8.000
-250	-240	8.000
-250	-230	8.000
-250	-220	8.000
-250	-210	8.000
-250	-200	8.000
-250	-190	8.000
-250	-180	8.000
-250	-170	8.000
-250	-160	8.000
-250	-150	8.000
-250	-140	8.000
-250	-130	8.000
-250	-120	8.000
-250	-110	8.000
-250	-100	8.000
-250	-90	8.000
-250	-80	8.000
-250	-70	8.000
-250	-60	8.000
-250	-50	8.000
-250	-40	8.000
-250	-30	8.000
-250	-20	8.000
-250	-10	8.000
-250	0	8.000
-250	10	8.000
-250	20	8.000
-250	30	8.000
-250	40	8.000
-250	50	8.000
-250	60	8.000
-250	70	8.000
-250	80	8.000
-250	90	8.000
-250	100	8.000
-250	110	8.000
-250	120	8.000
-250	130	8.000
-250	140	8.000
-250	150	8.000
-250	160	8.000
-250	170	8.000
-250	180	8.000
-250	190	8.000
-250	200	8.000
-250	210	8.000
-250	220	8.000
-250	230	8.000
-250	240	8.000
-250	250	8.000
-240	-250	8.038
-240	-240	8.039
-240	-230	8.039
-240	-220	8.039
-240	-210	8.039
-240	-200	8.038
-240	-190	8.038
-240	-180	8.038
-240	-170	8.037
-240	-160	8.037
-240	-150	8.036
-240	-140	8.036
-240	-130	8.035
-240	-120	8.034
-240	-110	8.033
-240	-100	8.032
-240	-90	8.031
-240	-80	8.030
-240	-70	8.028
-240	-60	8.027
-240	-50	8.025
-240	-40	8.024
-240	-30	8.022
-240	-20	8.020
-240	-10	8.018
-240	0	8.017
-240	10	8.015
-240	20	8.012
-240	30	8.010
-240	40	8.008
-240	50	8.006
-240	60	8.003
-240	70	8.001
-240	80	7.998
-240	90	7.995
-240	100	7.992
-240	110	7.989
-240	120	7.986
-240	130	7.983
-240	140	7.980
-240	150	7.977
-240	160	7.974
-240	170	7.970
-240	180	7.967
-240	190	7.963
-240	200	7.959
-240	210	7.956
-240	220	7.952
-240	230	7.948
-240	240	7.944
-240	250	7.939
-230	-250	8.053
-230	-240	8.054
-230	-230	8.054
-230	-220	8.054
-230	-210	8.054
-230	-200	8.054
-230	-190	8.054
-230	-180	8.054
-230	-170	8.053
-230	-160	8.053
-230	-150	8.052
-230	-140	8.051
-230	-130	8.050
-230	-120	8.049
-230	-110	8.047
-230	-100	8.046
-230	-90	8.044
-230	-80	8.042
-230	-70	8.040
-230	-60	8.038
-230	-50	8.036
-230	-40	8.033
-230	-30	8.031
-230	-20	8.028
-230	-10	8.025
-230	0	8.022
-230	10	8.019
-230	20	8.016
-230	30	8.012
-230	40	8.009
-230	50	8.005
-230	60	8.001
-230	70	7.997
-230	80	7.993
-230	90	7.989
-230	100	7.984
-230	110	7.980
-230	120	7.975
-230	130	7.970
-230	140	7.965
-230	150	7.960
-230	160	7.954
-230	170	7.949
-230	180	7.943
-230	190	7.938
-230	200	7.932
-230	210	7.926
-230	220	7.919
-230	230	7.913
-230	240	7.906
-230	250	7.900
-220	-250	8.049
-220	-240	8.050
-220	-230	8.051
-220	-220	8.051
-220	-210	8.052
-220	-200	8.052
-220	-190	8.052
-220	-180	8.052
-220	-170	8.052
-220	-160	8.051
-220	-150	8.051
-220	-140	8.050
-220	-130	8.049
-220	-120	8.048
-220	-110	8.046
-220	-100	8.045
-220	-90	8.043
-220	-80	8.041
-220	-70	8.039
-220	-60	8.037
-220	-50	8.034
-220	-40	8.032
-220	-30	8.029
-220	-20	8.026
-220	-10	8.023
-220	0	8.020
-220	10	8.016
-220	20	8.013
-220	30	8.009
-220	40	8.005
-220	50	8.001
-220	60	7.996
-220	70	7.992
-220	80	7.987
-220	90	7.982
-220	100	7.977
-220	110	7.972
-220	120	7.966
-220	130	7.961
-220	140	7.955
-220	150	7.949
-220	160	7.943
-220	170	7.937
-220	180	7.930
-220	190	7.923
-220	200	7.917
-220	210	7.910
-220	220	7.902
-220	230	7.895
-220	240	7.887
-220	250	7.880
-210	-250	8.030
-210	-240	8.031
-210	-230	8.032
-210	-220	8.034
-210	-210	8.035
-210	-200	8.035
-210	-190	8.036
-210	-180	8.036
-210	-170	8.036
-210	-160	8.036
-210	-150	8.036
-210	-140	8.036
-210	-130	8.035
-210	-120	8.035
-210	-110	8.034
-210	-100	8.033
-210	-90	8.031
-210	-80	8.030
-210	-70	8.028
-210	-60	8.026
-210	-50	8.024
-210	-40	8.022
-210	-30	8.020
-210	-20	8.017
-210	-10	8.014
-210	0	8.011
-210	10	8.008
-210	20	8.005
-210	30	8.002
-210	40	7.998
-210	50	7.994
-210	60	7.990
-210	70	7.986
-210	80	7.981
-210	90	7.977
-210	100	7.972
-210	110	7.967
-210	120	7.962
-210	130	7.956
-210	140	7.951
-210	150	7.945
-210	160	7.939
-210	170	7.933
-210	180	7.927
-210	190	7.921
-210	200	7.914
-210	210	7.907
-210	220	7.900
-210	230	7.893
-210	240	7.886
-210	250	7.878
-200	-250	8.000
-200	-240	8.002
-200	-230	8.004
-200	-220	8.006
-200	-210	8.007
-200	-200	8.009
-200	-190	8.010
-200	-180	8.011
-200	-170	8.012
-200	-160	8.012
-200	-150	8.013
-200	-140	8.013
-200	-130	8.013
-200	-120	8.013
-200	-110	8.013
-200	-100	8.013
-200	-90	8.012
-200	-80	8.012
-200	-70	8.011
-200	-60	8.010
-200	-50	8.009
-200	-40	8.007
-200	-30	8.006
-200	-20	8.004
-200	-10	8.002
-200	0	8.000
-200	10	7.998
-200	20	7.995
-200	30	7.993
-200	40	7.990
-200	50	7.987
-200	60	7.984
-200	70	7.981
-200	80	7.978
-200	90	7.974
-200	100	7.970
-200	110	7.966
-200	120	7.962
-200	130	7.958
-200	140	7.953
-200	150	7.949
-200	160	7.944
-200	170	7.939
-200	180	7.934
-200	190	7.929
-200	200	7.923
-200	210	7.918
-200	220	7.912
-200	230	7.906
-200	240	7.900
-200	250	7.894
-190	-250	7.964
-190	-240	7.967
-190	-230	7.969
-190	-220	7.972
-190	-210	7.974
-190	-200	7.976
-190	-190	7.978
-190	-180	7.980
-190	-170	7.981
-190	-160	7.983
-190	-150	7.984
-190	-140	7.985
-190	-130	7.986
-190	-120	7.987
-190	-110	7.988
-190	-100	7.989
-190	-90	7.989
-190	-80	7.990
-190	-70	7.990
-190	-60	7.990
-190	-50	7.990
-190	-40	7.990
-190	-30	7.990
-190	-20	7.989
-190	-10	7.989
-190	0	7.988
-190	10	7.987
-190	20	7.986
-190	30	7.985
-190	40	7.984
-190	50	7.982
-190	60	7.981
-190	70	7.979
-190	80	7.977
-190	90	7.975
-190	100	7.973
-190	110	7.971
-190	120	7.968
-190	130	7.966
-190	140	7.963
-190	150	7.961
-190	160	7.958
-190	170	7.955
-190	180	7.951
-190	190	7.948
-190	200	7.945
-190	210	7.941
-190	220	7.937
-190	230	7.933
-190	240	7.929
-190	250	7.925
-180	-250	7.927
-180	-240	7.930
-180	-230	7.933
-180	-220	7.936
-180	-210	7.939
-180	-200	7.942
-180	-190	7.944
-180	-180	7.947
-180	-170	7.949
-180	-160	7.952
-180	-150	7.954
-180	-140	7.956
-180	-130	7.958
-180	-120	7.960
-180	-110	7.962
-180	-100	7.964
-180	-90	7.966
-180	-80	7.968
-180	-70	7.969
-180	-60	7.971
-180	-50	7.972
-180	-40	7.973
-180	-30	7.974
-180	-20	7.976
-180	-10	7.977
-180	0	7.978
-180	10	7.978
-180	20	7.979
-180	30	7.980
-180	40	7.980
-180	50	7.981
-180	60	7.981
-180	70	7.982
-180	80	7.982
-180	90	7.982
-180	100	7.982
-180	110	7.982
-180	120	7.982
-180	130	7.981
-180	140	7.981
-180	150	7.981
-180	160	7.980
-180	170	7.980
-180	180	7.979
-180	190	7.978
-180	200	7.977
-180	210	7.976
-180	220	7.975
-180	230	7.974
-180	240	7.973
-180	250	7.972
